	clust1	clust2	clust3	id
cell_6359	1.0	0.0	0.0	Donor_93
cell_6360	1.0	0.0	0.0	Donor_30
cell_6361	1.0	0.0	0.0	Donor_10
cell_6362	1.0	0.0	0.0	Donor_81
cell_6363	1.0	0.0	0.0	Donor_62
cell_6364	1.0	0.0	0.0	Donor_13
cell_6365	1.0	0.0	0.0	Donor_0
cell_6366	1.0	0.0	0.0	Donor_70
cell_6367	1.0	0.0	0.0	Donor_46
cell_6368	1.0	0.0	0.0	Donor_56
cell_6369	1.0	0.0	0.0	Donor_15
cell_6370	1.0	0.0	0.0	Donor_18
cell_6371	1.0	0.0	0.0	Donor_5
cell_6372	1.0	0.0	0.0	Donor_11
cell_6373	1.0	0.0	0.0	Donor_67
cell_6374	1.0	0.0	0.0	Donor_12
cell_6375	1.0	0.0	0.0	Donor_68
cell_6376	1.0	0.0	0.0	Donor_16
cell_6377	1.0	0.0	0.0	Donor_15
cell_6378	1.0	0.0	0.0	Donor_91
cell_6379	1.0	0.0	0.0	Donor_35
cell_6380	1.0	0.0	0.0	Donor_13
cell_6381	1.0	0.0	0.0	Donor_12
cell_6382	1.0	0.0	0.0	Donor_72
cell_6383	1.0	0.0	0.0	Donor_19
cell_6384	1.0	0.0	0.0	Donor_93
cell_6385	1.0	0.0	0.0	Donor_13
cell_6386	1.0	0.0	0.0	Donor_82
cell_6387	1.0	0.0	0.0	Donor_19
cell_6388	1.0	0.0	0.0	Donor_13
cell_6389	1.0	0.0	0.0	Donor_71
cell_6390	1.0	0.0	0.0	Donor_3
cell_6391	1.0	0.0	0.0	Donor_11
cell_6392	1.0	0.0	0.0	Donor_2
cell_6393	1.0	0.0	0.0	Donor_37
cell_6394	1.0	0.0	0.0	Donor_91
cell_6395	1.0	0.0	0.0	Donor_16
cell_6396	1.0	0.0	0.0	Donor_68
cell_6397	1.0	0.0	0.0	Donor_94
cell_6398	1.0	0.0	0.0	Donor_66
cell_6399	1.0	0.0	0.0	Donor_11
cell_6400	1.0	0.0	0.0	Donor_81
cell_6401	1.0	0.0	0.0	Donor_61
cell_6402	1.0	0.0	0.0	Donor_80
cell_6403	1.0	0.0	0.0	Donor_14
cell_6404	1.0	0.0	0.0	Donor_84
cell_6405	1.0	0.0	0.0	Donor_15
cell_6406	1.0	0.0	0.0	Donor_18
cell_6407	1.0	0.0	0.0	Donor_19
cell_6408	1.0	0.0	0.0	Donor_33
cell_6409	1.0	0.0	0.0	Donor_39
cell_6410	1.0	0.0	0.0	Donor_61
cell_6411	1.0	0.0	0.0	Donor_39
cell_6412	1.0	0.0	0.0	Donor_77
cell_6413	1.0	0.0	0.0	Donor_95
cell_6414	1.0	0.0	0.0	Donor_16
cell_6415	1.0	0.0	0.0	Donor_83
cell_6416	1.0	0.0	0.0	Donor_29
cell_6417	1.0	0.0	0.0	Donor_86
cell_6418	1.0	0.0	0.0	Donor_51
cell_6419	1.0	0.0	0.0	Donor_13
cell_6420	1.0	0.0	0.0	Donor_39
cell_6421	1.0	0.0	0.0	Donor_22
cell_6422	1.0	0.0	0.0	Donor_13
cell_6423	1.0	0.0	0.0	Donor_16
cell_6424	1.0	0.0	0.0	Donor_15
cell_6425	1.0	0.0	0.0	Donor_16
cell_6426	1.0	0.0	0.0	Donor_95
cell_6427	1.0	0.0	0.0	Donor_84
cell_6428	1.0	0.0	0.0	Donor_13
cell_6429	1.0	0.0	0.0	Donor_3
cell_6430	1.0	0.0	0.0	Donor_16
cell_6431	1.0	0.0	0.0	Donor_13
cell_6432	1.0	0.0	0.0	Donor_2
cell_6433	1.0	0.0	0.0	Donor_67
cell_6434	1.0	0.0	0.0	Donor_18
cell_6435	1.0	0.0	0.0	Donor_12
cell_6436	1.0	0.0	0.0	Donor_70
cell_6437	1.0	0.0	0.0	Donor_18
cell_6438	1.0	0.0	0.0	Donor_12
cell_6439	1.0	0.0	0.0	Donor_10
cell_6440	1.0	0.0	0.0	Donor_66
cell_6441	1.0	0.0	0.0	Donor_28
cell_6442	1.0	0.0	0.0	Donor_18
cell_6443	1.0	0.0	0.0	Donor_74
cell_6444	1.0	0.0	0.0	Donor_44
cell_6445	1.0	0.0	0.0	Donor_20
cell_6446	1.0	0.0	0.0	Donor_80
cell_6447	1.0	0.0	0.0	Donor_14
cell_6448	1.0	0.0	0.0	Donor_13
cell_6449	1.0	0.0	0.0	Donor_13
cell_6450	1.0	0.0	0.0	Donor_26
cell_6451	1.0	0.0	0.0	Donor_66
cell_6452	1.0	0.0	0.0	Donor_46
cell_6453	1.0	0.0	0.0	Donor_16
cell_6454	1.0	0.0	0.0	Donor_10
cell_6455	1.0	0.0	0.0	Donor_40
cell_6456	1.0	0.0	0.0	Donor_18
cell_6457	1.0	0.0	0.0	Donor_18
cell_6458	1.0	0.0	0.0	Donor_68
cell_6459	1.0	0.0	0.0	Donor_49
cell_6460	1.0	0.0	0.0	Donor_19
cell_6461	1.0	0.0	0.0	Donor_18
cell_6462	1.0	0.0	0.0	Donor_13
cell_6463	1.0	0.0	0.0	Donor_21
cell_6464	1.0	0.0	0.0	Donor_42
cell_6465	1.0	0.0	0.0	Donor_56
cell_6466	1.0	0.0	0.0	Donor_29
cell_6467	1.0	0.0	0.0	Donor_19
cell_6468	1.0	0.0	0.0	Donor_17
cell_6469	1.0	0.0	0.0	Donor_14
cell_6470	1.0	0.0	0.0	Donor_13
cell_6471	1.0	0.0	0.0	Donor_48
cell_6472	1.0	0.0	0.0	Donor_13
cell_6473	1.0	0.0	0.0	Donor_85
cell_6474	1.0	0.0	0.0	Donor_17
cell_6475	1.0	0.0	0.0	Donor_30
cell_6476	1.0	0.0	0.0	Donor_19
cell_6477	1.0	0.0	0.0	Donor_58
cell_6478	1.0	0.0	0.0	Donor_73
cell_6479	1.0	0.0	0.0	Donor_19
cell_6480	1.0	0.0	0.0	Donor_11
cell_6481	1.0	0.0	0.0	Donor_63
cell_6482	1.0	0.0	0.0	Donor_94
cell_6483	1.0	0.0	0.0	Donor_16
cell_6484	1.0	0.0	0.0	Donor_25
cell_6485	1.0	0.0	0.0	Donor_66
cell_6486	1.0	0.0	0.0	Donor_26
cell_6487	1.0	0.0	0.0	Donor_68
cell_6488	1.0	0.0	0.0	Donor_55
cell_6489	1.0	0.0	0.0	Donor_26
cell_6490	1.0	0.0	0.0	Donor_14
cell_6491	1.0	0.0	0.0	Donor_16
cell_6492	1.0	0.0	0.0	Donor_24
cell_6493	1.0	0.0	0.0	Donor_90
cell_6494	1.0	0.0	0.0	Donor_17
cell_6495	1.0	0.0	0.0	Donor_14
cell_6496	1.0	0.0	0.0	Donor_0
cell_6497	1.0	0.0	0.0	Donor_62
cell_6498	1.0	0.0	0.0	Donor_51
cell_6499	1.0	0.0	0.0	Donor_79
cell_6500	1.0	0.0	0.0	Donor_97
cell_6501	1.0	0.0	0.0	Donor_87
cell_6502	1.0	0.0	0.0	Donor_12
cell_6503	1.0	0.0	0.0	Donor_12
cell_6504	1.0	0.0	0.0	Donor_78
cell_6505	1.0	0.0	0.0	Donor_16
cell_6506	1.0	0.0	0.0	Donor_65
cell_6507	1.0	0.0	0.0	Donor_13
cell_6508	1.0	0.0	0.0	Donor_83
cell_6509	1.0	0.0	0.0	Donor_18
cell_6510	1.0	0.0	0.0	Donor_45
cell_6511	1.0	0.0	0.0	Donor_65
cell_6512	1.0	0.0	0.0	Donor_84
cell_6513	1.0	0.0	0.0	Donor_16
cell_6514	1.0	0.0	0.0	Donor_46
cell_6515	1.0	0.0	0.0	Donor_61
cell_6516	1.0	0.0	0.0	Donor_13
cell_6517	1.0	0.0	0.0	Donor_18
cell_6518	1.0	0.0	0.0	Donor_13
cell_6519	1.0	0.0	0.0	Donor_13
cell_6520	1.0	0.0	0.0	Donor_11
cell_6521	1.0	0.0	0.0	Donor_2
cell_6522	1.0	0.0	0.0	Donor_18
cell_6523	1.0	0.0	0.0	Donor_13
cell_6524	1.0	0.0	0.0	Donor_11
cell_6525	1.0	0.0	0.0	Donor_76
cell_6526	1.0	0.0	0.0	Donor_77
cell_6527	1.0	0.0	0.0	Donor_11
cell_6528	1.0	0.0	0.0	Donor_13
cell_6529	1.0	0.0	0.0	Donor_10
cell_6530	1.0	0.0	0.0	Donor_31
cell_6531	1.0	0.0	0.0	Donor_98
cell_6532	1.0	0.0	0.0	Donor_14
cell_6533	1.0	0.0	0.0	Donor_61
cell_6534	1.0	0.0	0.0	Donor_17
cell_6535	1.0	0.0	0.0	Donor_95
cell_6536	1.0	0.0	0.0	Donor_0
cell_6537	1.0	0.0	0.0	Donor_93
cell_6538	1.0	0.0	0.0	Donor_15
cell_6539	1.0	0.0	0.0	Donor_14
cell_6540	1.0	0.0	0.0	Donor_18
cell_6541	1.0	0.0	0.0	Donor_16
cell_6542	1.0	0.0	0.0	Donor_18
cell_6543	1.0	0.0	0.0	Donor_59
cell_6544	1.0	0.0	0.0	Donor_65
cell_6545	1.0	0.0	0.0	Donor_31
cell_6546	1.0	0.0	0.0	Donor_85
cell_6547	1.0	0.0	0.0	Donor_91
cell_6548	1.0	0.0	0.0	Donor_16
cell_6549	1.0	0.0	0.0	Donor_81
cell_6550	1.0	0.0	0.0	Donor_16
cell_6551	1.0	0.0	0.0	Donor_10
cell_6552	1.0	0.0	0.0	Donor_17
cell_6553	1.0	0.0	0.0	Donor_24
cell_6554	1.0	0.0	0.0	Donor_17
cell_6555	1.0	0.0	0.0	Donor_0
cell_6556	1.0	0.0	0.0	Donor_49
cell_6557	1.0	0.0	0.0	Donor_49
cell_6558	1.0	0.0	0.0	Donor_14
cell_6559	1.0	0.0	0.0	Donor_15
cell_6560	1.0	0.0	0.0	Donor_17
cell_6561	1.0	0.0	0.0	Donor_90
cell_6562	1.0	0.0	0.0	Donor_93
cell_6563	1.0	0.0	0.0	Donor_17
cell_6564	1.0	0.0	0.0	Donor_92
cell_6565	1.0	0.0	0.0	Donor_36
cell_6566	1.0	0.0	0.0	Donor_13
cell_6567	1.0	0.0	0.0	Donor_10
cell_6568	1.0	0.0	0.0	Donor_12
cell_6569	1.0	0.0	0.0	Donor_85
cell_6570	1.0	0.0	0.0	Donor_17
cell_6571	1.0	0.0	0.0	Donor_26
cell_6572	1.0	0.0	0.0	Donor_84
cell_6573	1.0	0.0	0.0	Donor_13
cell_6574	1.0	0.0	0.0	Donor_10
cell_6575	1.0	0.0	0.0	Donor_63
cell_6576	1.0	0.0	0.0	Donor_18
cell_6577	1.0	0.0	0.0	Donor_12
cell_6578	1.0	0.0	0.0	Donor_19
cell_6579	1.0	0.0	0.0	Donor_16
cell_6580	1.0	0.0	0.0	Donor_10
cell_6581	1.0	0.0	0.0	Donor_19
cell_6582	1.0	0.0	0.0	Donor_19
cell_6583	1.0	0.0	0.0	Donor_18
cell_6584	1.0	0.0	0.0	Donor_46
cell_6585	1.0	0.0	0.0	Donor_10
cell_6586	1.0	0.0	0.0	Donor_71
cell_6587	1.0	0.0	0.0	Donor_74
cell_6588	1.0	0.0	0.0	Donor_17
cell_6589	1.0	0.0	0.0	Donor_2
cell_6590	1.0	0.0	0.0	Donor_18
cell_6591	1.0	0.0	0.0	Donor_28
cell_6592	1.0	0.0	0.0	Donor_19
cell_6593	1.0	0.0	0.0	Donor_19
cell_6594	1.0	0.0	0.0	Donor_88
cell_6595	1.0	0.0	0.0	Donor_96
cell_6596	1.0	0.0	0.0	Donor_18
cell_6597	1.0	0.0	0.0	Donor_12
cell_6598	1.0	0.0	0.0	Donor_28
cell_6599	1.0	0.0	0.0	Donor_71
cell_6600	1.0	0.0	0.0	Donor_26
cell_6601	1.0	0.0	0.0	Donor_14
cell_6602	1.0	0.0	0.0	Donor_19
cell_6603	1.0	0.0	0.0	Donor_18
cell_6604	1.0	0.0	0.0	Donor_13
cell_6605	1.0	0.0	0.0	Donor_53
cell_6606	1.0	0.0	0.0	Donor_95
cell_6607	1.0	0.0	0.0	Donor_60
cell_6608	1.0	0.0	0.0	Donor_11
cell_6609	1.0	0.0	0.0	Donor_17
cell_6610	1.0	0.0	0.0	Donor_14
cell_6611	1.0	0.0	0.0	Donor_29
cell_6612	1.0	0.0	0.0	Donor_6
cell_6613	1.0	0.0	0.0	Donor_93
cell_6614	1.0	0.0	0.0	Donor_11
cell_6615	1.0	0.0	0.0	Donor_16
cell_6616	1.0	0.0	0.0	Donor_94
cell_6617	1.0	0.0	0.0	Donor_18
cell_6618	1.0	0.0	0.0	Donor_61
cell_6619	1.0	0.0	0.0	Donor_39
cell_6620	1.0	0.0	0.0	Donor_90
cell_6621	1.0	0.0	0.0	Donor_81
cell_6622	1.0	0.0	0.0	Donor_14
cell_6623	1.0	0.0	0.0	Donor_55
cell_6624	1.0	0.0	0.0	Donor_30
cell_6625	1.0	0.0	0.0	Donor_12
cell_6626	1.0	0.0	0.0	Donor_10
cell_6627	1.0	0.0	0.0	Donor_1
cell_6628	1.0	0.0	0.0	Donor_85
cell_6629	1.0	0.0	0.0	Donor_68
cell_6630	1.0	0.0	0.0	Donor_7
cell_6631	1.0	0.0	0.0	Donor_10
cell_6632	1.0	0.0	0.0	Donor_18
cell_6633	1.0	0.0	0.0	Donor_72
cell_6634	1.0	0.0	0.0	Donor_16
cell_6635	1.0	0.0	0.0	Donor_83
cell_6636	1.0	0.0	0.0	Donor_28
cell_6637	1.0	0.0	0.0	Donor_17
cell_6638	1.0	0.0	0.0	Donor_34
cell_6639	1.0	0.0	0.0	Donor_40
cell_6640	1.0	0.0	0.0	Donor_64
cell_6641	1.0	0.0	0.0	Donor_11
cell_6642	1.0	0.0	0.0	Donor_11
cell_6643	1.0	0.0	0.0	Donor_15
cell_6644	1.0	0.0	0.0	Donor_34
cell_6645	1.0	0.0	0.0	Donor_15
cell_6646	1.0	0.0	0.0	Donor_18
cell_6647	1.0	0.0	0.0	Donor_40
cell_6648	1.0	0.0	0.0	Donor_16
cell_6649	1.0	0.0	0.0	Donor_18
cell_6650	1.0	0.0	0.0	Donor_94
cell_6651	1.0	0.0	0.0	Donor_18
cell_6652	1.0	0.0	0.0	Donor_4
cell_6653	1.0	0.0	0.0	Donor_12
cell_6654	1.0	0.0	0.0	Donor_92
cell_6655	1.0	0.0	0.0	Donor_13
cell_6656	1.0	0.0	0.0	Donor_65
cell_6657	1.0	0.0	0.0	Donor_13
cell_6658	1.0	0.0	0.0	Donor_18
cell_6659	1.0	0.0	0.0	Donor_68
cell_6660	1.0	0.0	0.0	Donor_19
cell_6661	1.0	0.0	0.0	Donor_19
cell_6662	1.0	0.0	0.0	Donor_94
cell_6663	1.0	0.0	0.0	Donor_0
cell_6664	1.0	0.0	0.0	Donor_13
cell_6665	1.0	0.0	0.0	Donor_13
cell_6666	1.0	0.0	0.0	Donor_75
cell_6667	1.0	0.0	0.0	Donor_3
cell_6668	1.0	0.0	0.0	Donor_57
cell_6669	1.0	0.0	0.0	Donor_14
cell_6670	1.0	0.0	0.0	Donor_12
cell_6671	1.0	0.0	0.0	Donor_95
cell_6672	1.0	0.0	0.0	Donor_15
cell_6673	1.0	0.0	0.0	Donor_10
cell_6674	1.0	0.0	0.0	Donor_18
cell_6675	1.0	0.0	0.0	Donor_13
cell_6676	1.0	0.0	0.0	Donor_45
cell_6677	1.0	0.0	0.0	Donor_18
cell_6678	1.0	0.0	0.0	Donor_11
cell_6679	1.0	0.0	0.0	Donor_18
cell_6680	1.0	0.0	0.0	Donor_15
cell_6681	1.0	0.0	0.0	Donor_10
cell_6682	1.0	0.0	0.0	Donor_15
cell_6683	1.0	0.0	0.0	Donor_14
cell_6684	1.0	0.0	0.0	Donor_85
cell_6685	1.0	0.0	0.0	Donor_15
cell_6686	1.0	0.0	0.0	Donor_17
cell_6687	1.0	0.0	0.0	Donor_12
cell_6688	1.0	0.0	0.0	Donor_19
cell_6689	1.0	0.0	0.0	Donor_19
cell_6690	1.0	0.0	0.0	Donor_19
cell_6691	1.0	0.0	0.0	Donor_17
cell_6692	1.0	0.0	0.0	Donor_93
cell_6693	1.0	0.0	0.0	Donor_15
cell_6694	1.0	0.0	0.0	Donor_18
cell_6695	1.0	0.0	0.0	Donor_26
cell_6696	1.0	0.0	0.0	Donor_84
cell_6697	1.0	0.0	0.0	Donor_19
cell_6698	1.0	0.0	0.0	Donor_29
cell_6699	1.0	0.0	0.0	Donor_18
cell_6700	1.0	0.0	0.0	Donor_14
cell_6701	1.0	0.0	0.0	Donor_21
cell_6702	1.0	0.0	0.0	Donor_15
cell_6703	1.0	0.0	0.0	Donor_13
cell_6704	1.0	0.0	0.0	Donor_15
cell_6705	1.0	0.0	0.0	Donor_81
cell_6706	1.0	0.0	0.0	Donor_74
cell_6707	1.0	0.0	0.0	Donor_77
cell_6708	1.0	0.0	0.0	Donor_11
cell_6709	1.0	0.0	0.0	Donor_20
cell_6710	1.0	0.0	0.0	Donor_39
cell_6711	1.0	0.0	0.0	Donor_30
cell_6712	1.0	0.0	0.0	Donor_39
cell_6713	1.0	0.0	0.0	Donor_18
cell_6714	1.0	0.0	0.0	Donor_8
cell_6715	1.0	0.0	0.0	Donor_18
cell_6716	1.0	0.0	0.0	Donor_19
cell_6717	1.0	0.0	0.0	Donor_12
cell_6718	1.0	0.0	0.0	Donor_19
cell_6719	1.0	0.0	0.0	Donor_13
cell_6720	1.0	0.0	0.0	Donor_51
cell_6721	1.0	0.0	0.0	Donor_34
cell_6722	1.0	0.0	0.0	Donor_17
cell_6723	1.0	0.0	0.0	Donor_67
cell_6724	1.0	0.0	0.0	Donor_14
cell_6725	1.0	0.0	0.0	Donor_47
cell_6726	1.0	0.0	0.0	Donor_11
cell_6727	1.0	0.0	0.0	Donor_28
cell_6728	1.0	0.0	0.0	Donor_78
cell_6729	1.0	0.0	0.0	Donor_19
cell_6730	1.0	0.0	0.0	Donor_19
cell_6731	1.0	0.0	0.0	Donor_53
cell_6732	1.0	0.0	0.0	Donor_36
cell_6733	1.0	0.0	0.0	Donor_13
cell_6734	1.0	0.0	0.0	Donor_86
cell_6735	1.0	0.0	0.0	Donor_29
cell_6736	1.0	0.0	0.0	Donor_74
cell_6737	1.0	0.0	0.0	Donor_4
cell_6738	1.0	0.0	0.0	Donor_29
cell_6739	1.0	0.0	0.0	Donor_15
cell_6740	1.0	0.0	0.0	Donor_92
cell_6741	1.0	0.0	0.0	Donor_15
cell_6742	1.0	0.0	0.0	Donor_13
cell_6743	1.0	0.0	0.0	Donor_0
cell_6744	1.0	0.0	0.0	Donor_15
cell_6745	1.0	0.0	0.0	Donor_78
cell_6746	1.0	0.0	0.0	Donor_19
cell_6747	1.0	0.0	0.0	Donor_61
cell_6748	1.0	0.0	0.0	Donor_60
cell_6749	1.0	0.0	0.0	Donor_16
cell_6750	1.0	0.0	0.0	Donor_35
cell_6751	1.0	0.0	0.0	Donor_11
cell_6752	1.0	0.0	0.0	Donor_53
cell_6753	1.0	0.0	0.0	Donor_5
cell_6754	1.0	0.0	0.0	Donor_18
cell_6755	1.0	0.0	0.0	Donor_68
cell_6756	1.0	0.0	0.0	Donor_15
cell_6757	1.0	0.0	0.0	Donor_16
cell_6758	1.0	0.0	0.0	Donor_13
cell_6759	1.0	0.0	0.0	Donor_12
cell_6760	1.0	0.0	0.0	Donor_34
cell_6761	1.0	0.0	0.0	Donor_74
cell_6762	1.0	0.0	0.0	Donor_95
cell_6763	1.0	0.0	0.0	Donor_17
cell_6764	1.0	0.0	0.0	Donor_96
cell_6765	1.0	0.0	0.0	Donor_90
cell_6766	1.0	0.0	0.0	Donor_70
cell_6767	1.0	0.0	0.0	Donor_17
cell_6768	1.0	0.0	0.0	Donor_18
cell_6769	1.0	0.0	0.0	Donor_20
cell_6770	1.0	0.0	0.0	Donor_70
cell_6771	1.0	0.0	0.0	Donor_19
cell_6772	1.0	0.0	0.0	Donor_78
cell_6773	1.0	0.0	0.0	Donor_46
cell_6774	1.0	0.0	0.0	Donor_16
cell_6775	1.0	0.0	0.0	Donor_76
cell_6776	1.0	0.0	0.0	Donor_15
cell_6777	1.0	0.0	0.0	Donor_11
cell_6778	1.0	0.0	0.0	Donor_61
cell_6779	1.0	0.0	0.0	Donor_36
cell_6780	1.0	0.0	0.0	Donor_26
cell_6781	1.0	0.0	0.0	Donor_19
cell_6782	1.0	0.0	0.0	Donor_11
cell_6783	1.0	0.0	0.0	Donor_57
cell_6784	1.0	0.0	0.0	Donor_14
cell_6785	1.0	0.0	0.0	Donor_29
cell_6786	1.0	0.0	0.0	Donor_0
cell_6787	1.0	0.0	0.0	Donor_60
cell_6788	1.0	0.0	0.0	Donor_16
cell_6789	1.0	0.0	0.0	Donor_10
cell_6790	1.0	0.0	0.0	Donor_41
cell_6791	1.0	0.0	0.0	Donor_26
cell_6792	1.0	0.0	0.0	Donor_0
cell_6793	1.0	0.0	0.0	Donor_93
cell_6794	1.0	0.0	0.0	Donor_7
cell_6795	1.0	0.0	0.0	Donor_39
cell_6796	1.0	0.0	0.0	Donor_10
cell_6797	1.0	0.0	0.0	Donor_6
cell_6798	1.0	0.0	0.0	Donor_44
cell_6799	1.0	0.0	0.0	Donor_2
cell_6800	1.0	0.0	0.0	Donor_99
cell_6801	1.0	0.0	0.0	Donor_24
cell_6802	1.0	0.0	0.0	Donor_8
cell_6803	1.0	0.0	0.0	Donor_68
cell_6804	1.0	0.0	0.0	Donor_13
cell_6805	1.0	0.0	0.0	Donor_17
cell_6806	1.0	0.0	0.0	Donor_15
cell_6807	1.0	0.0	0.0	Donor_34
cell_6808	1.0	0.0	0.0	Donor_14
cell_6809	1.0	0.0	0.0	Donor_64
cell_6810	1.0	0.0	0.0	Donor_36
cell_6811	1.0	0.0	0.0	Donor_12
cell_6812	1.0	0.0	0.0	Donor_56
cell_6813	1.0	0.0	0.0	Donor_0
cell_6814	1.0	0.0	0.0	Donor_16
cell_6815	1.0	0.0	0.0	Donor_37
cell_6816	1.0	0.0	0.0	Donor_45
cell_6817	1.0	0.0	0.0	Donor_78
cell_6818	1.0	0.0	0.0	Donor_13
cell_6819	1.0	0.0	0.0	Donor_66
cell_6820	1.0	0.0	0.0	Donor_19
cell_6821	1.0	0.0	0.0	Donor_12
cell_6822	1.0	0.0	0.0	Donor_20
cell_6823	1.0	0.0	0.0	Donor_77
cell_6824	1.0	0.0	0.0	Donor_11
cell_6825	1.0	0.0	0.0	Donor_19
cell_6826	1.0	0.0	0.0	Donor_14
cell_6827	1.0	0.0	0.0	Donor_14
cell_6828	1.0	0.0	0.0	Donor_97
cell_6829	1.0	0.0	0.0	Donor_18
cell_6830	1.0	0.0	0.0	Donor_9
cell_6831	1.0	0.0	0.0	Donor_10
cell_6832	1.0	0.0	0.0	Donor_41
cell_6833	1.0	0.0	0.0	Donor_12
cell_6834	1.0	0.0	0.0	Donor_18
cell_6835	1.0	0.0	0.0	Donor_18
cell_6836	1.0	0.0	0.0	Donor_86
cell_6837	1.0	0.0	0.0	Donor_90
cell_6838	1.0	0.0	0.0	Donor_28
cell_6839	1.0	0.0	0.0	Donor_60
cell_6840	1.0	0.0	0.0	Donor_96
cell_6841	1.0	0.0	0.0	Donor_0
cell_6842	1.0	0.0	0.0	Donor_94
cell_6843	1.0	0.0	0.0	Donor_99
cell_6844	1.0	0.0	0.0	Donor_14
cell_6845	1.0	0.0	0.0	Donor_37
cell_6846	1.0	0.0	0.0	Donor_15
cell_6847	1.0	0.0	0.0	Donor_19
cell_6848	1.0	0.0	0.0	Donor_20
cell_6849	1.0	0.0	0.0	Donor_17
cell_6850	1.0	0.0	0.0	Donor_41
cell_6851	1.0	0.0	0.0	Donor_55
cell_6852	1.0	0.0	0.0	Donor_85
cell_6853	1.0	0.0	0.0	Donor_41
cell_6854	1.0	0.0	0.0	Donor_16
cell_6855	1.0	0.0	0.0	Donor_13
cell_6856	1.0	0.0	0.0	Donor_72
cell_6857	1.0	0.0	0.0	Donor_10
cell_6858	1.0	0.0	0.0	Donor_11
cell_6859	1.0	0.0	0.0	Donor_14
cell_6860	1.0	0.0	0.0	Donor_17
cell_6861	1.0	0.0	0.0	Donor_15
cell_6862	1.0	0.0	0.0	Donor_15
cell_6863	1.0	0.0	0.0	Donor_18
cell_6864	1.0	0.0	0.0	Donor_60
cell_6865	1.0	0.0	0.0	Donor_13
cell_6866	1.0	0.0	0.0	Donor_11
cell_6867	1.0	0.0	0.0	Donor_57
cell_6868	1.0	0.0	0.0	Donor_30
cell_6869	1.0	0.0	0.0	Donor_11
cell_6870	1.0	0.0	0.0	Donor_93
cell_6871	1.0	0.0	0.0	Donor_18
cell_6872	1.0	0.0	0.0	Donor_94
cell_6873	1.0	0.0	0.0	Donor_10
cell_6874	1.0	0.0	0.0	Donor_13
cell_6875	1.0	0.0	0.0	Donor_74
cell_6876	1.0	0.0	0.0	Donor_72
cell_6877	1.0	0.0	0.0	Donor_90
cell_6878	1.0	0.0	0.0	Donor_16
cell_6879	1.0	0.0	0.0	Donor_19
cell_6880	1.0	0.0	0.0	Donor_6
cell_6881	1.0	0.0	0.0	Donor_66
cell_6882	1.0	0.0	0.0	Donor_10
cell_6883	1.0	0.0	0.0	Donor_42
cell_6884	1.0	0.0	0.0	Donor_18
cell_6885	1.0	0.0	0.0	Donor_14
cell_6886	1.0	0.0	0.0	Donor_10
cell_6887	1.0	0.0	0.0	Donor_74
cell_6888	1.0	0.0	0.0	Donor_87
cell_6889	1.0	0.0	0.0	Donor_81
cell_6890	1.0	0.0	0.0	Donor_13
cell_6891	1.0	0.0	0.0	Donor_4
cell_6892	1.0	0.0	0.0	Donor_70
cell_6893	1.0	0.0	0.0	Donor_11
cell_6894	1.0	0.0	0.0	Donor_45
cell_6895	1.0	0.0	0.0	Donor_17
cell_6896	1.0	0.0	0.0	Donor_12
cell_6897	1.0	0.0	0.0	Donor_86
cell_6898	1.0	0.0	0.0	Donor_19
cell_6899	1.0	0.0	0.0	Donor_17
cell_6900	1.0	0.0	0.0	Donor_11
cell_6901	1.0	0.0	0.0	Donor_12
cell_6902	1.0	0.0	0.0	Donor_4
cell_6903	1.0	0.0	0.0	Donor_19
cell_6904	1.0	0.0	0.0	Donor_89
cell_6905	1.0	0.0	0.0	Donor_13
cell_6906	1.0	0.0	0.0	Donor_27
cell_6907	1.0	0.0	0.0	Donor_0
cell_6908	1.0	0.0	0.0	Donor_16
cell_6909	1.0	0.0	0.0	Donor_11
cell_6910	1.0	0.0	0.0	Donor_12
cell_6911	1.0	0.0	0.0	Donor_14
cell_6912	1.0	0.0	0.0	Donor_11
cell_6913	1.0	0.0	0.0	Donor_18
cell_6914	1.0	0.0	0.0	Donor_20
cell_6915	1.0	0.0	0.0	Donor_13
cell_6916	1.0	0.0	0.0	Donor_94
cell_6917	1.0	0.0	0.0	Donor_4
cell_6918	1.0	0.0	0.0	Donor_83
cell_6919	1.0	0.0	0.0	Donor_97
cell_6920	1.0	0.0	0.0	Donor_16
cell_6921	1.0	0.0	0.0	Donor_11
cell_6922	1.0	0.0	0.0	Donor_19
cell_6923	1.0	0.0	0.0	Donor_6
cell_6924	1.0	0.0	0.0	Donor_78
cell_6925	1.0	0.0	0.0	Donor_39
cell_6926	1.0	0.0	0.0	Donor_34
cell_6927	1.0	0.0	0.0	Donor_26
cell_6928	1.0	0.0	0.0	Donor_10
cell_6929	1.0	0.0	0.0	Donor_19
cell_6930	1.0	0.0	0.0	Donor_30
cell_6931	1.0	0.0	0.0	Donor_15
cell_6932	1.0	0.0	0.0	Donor_52
cell_6933	1.0	0.0	0.0	Donor_14
cell_6934	1.0	0.0	0.0	Donor_29
cell_6935	1.0	0.0	0.0	Donor_19
cell_6936	1.0	0.0	0.0	Donor_5
cell_6937	1.0	0.0	0.0	Donor_58
cell_6938	1.0	0.0	0.0	Donor_18
cell_6939	1.0	0.0	0.0	Donor_68
cell_6940	1.0	0.0	0.0	Donor_37
